id,type,FillPercentage,Battery,eventDate,updateState,Distance
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,816
5c2bf397530484f84463,Fill level,78,56,2018-09-25,True,628
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,816
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,815
5c2bf397530484f84463,Fill level,78,56,2018-09-25,True,636
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,813
5c2bf397530484f84463,Fill level,70,56,2018-09-25,True,799
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,812
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,812
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,603
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,813
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,809
5c2bf397530484f84463,Fill level,76,56,2018-09-25,True,675
5c2bf397530484f84463,Fill level,70,56,2018-09-25,True,797
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,806
5c2bf397530484f84463,Fill level,83,56,2018-09-25,True,523
5c2bf397530484f84463,Fill level,82,56,2018-09-25,True,551
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,606
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,802
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,815
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,814
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,809
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,810
5c2bf397530484f84463,Fill level,82,56,2018-09-25,True,556
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,808
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,801
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,610
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,808
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,812
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,619
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,817
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,610
5c2bf397530484f84463,Fill level,70,56,2018-09-25,True,799
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,818
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,805
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,809
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,807
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,810
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,614
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,810
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,808
5c2bf397530484f84463,Fill level,70,56,2018-09-25,True,790
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,810
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,808
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,807
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,802
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,802
5c2bf397530484f84463,Fill level,86,56,2018-09-25,True,472
5c2bf397530484f84463,Fill level,76,56,2018-09-25,True,674
5c2bf397530484f84463,Fill level,81,56,2018-09-25,True,565
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,812
5c2bf397530484f84463,Fill level,70,56,2018-09-25,True,782
5c2bf397530484f84463,Fill level,83,56,2018-09-25,True,524
5c2bf397530484f84463,Fill level,78,56,2018-09-25,True,630
5c2bf397530484f84463,Fill level,70,56,2018-09-25,True,800
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,804
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,807
5c2bf397530484f84463,Fill level,81,56,2018-09-25,True,561
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,804
5c2bf397530484f84463,Fill level,81,56,2018-09-25,True,573
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,804
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,595
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,806
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,804
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,597
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,811
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,803
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,589
5c2bf397530484f84463,Fill level,82,56,2018-09-25,True,554
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,592
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,599
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,804
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,600
5c2bf397530484f84463,Fill level,82,56,2018-09-25,True,544
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,599
5c2bf397530484f84463,Fill level,78,56,2018-09-25,True,634
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,600
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,804
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,591
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,801
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,807
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,589
5c2bf397530484f84463,Fill level,78,56,2018-09-25,True,622
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,804
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,596
5c2bf397530484f84463,Fill level,81,56,2018-09-25,True,580
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,596
5c2bf397530484f84463,Fill level,82,56,2018-09-25,True,555
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,592
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,812
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,807
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,594
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,603
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,597
5c2bf397530484f84463,Fill level,69,56,2018-09-25,True,805
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,599
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,608
5c2bf397530484f84463,Fill level,79,56,2018-09-25,True,603
5c2bf397530484f84463,Fill level,80,56,2018-09-25,True,596
5c2bf397530484f84463,Fill level,78,56,2018-09-25,True,628
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,801
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,581
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,618
5c2bf397530484f84463,Fill level,81,56,2018-09-26,True,566
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,603
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,619
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,602
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,606
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,604
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,592
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,615
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,613
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,602
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,592
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,810
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,798
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,805
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,597
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,804
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,621
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,604
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,599
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,805
5c2bf397530484f84463,Fill level,81,56,2018-09-26,True,562
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,617
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,605
5c2bf397530484f84463,Fill level,75,56,2018-09-26,True,696
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,598
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,616
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,600
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,798
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,804
5c2bf397530484f84463,Fill level,82,56,2018-09-26,True,549
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,604
5c2bf397530484f84463,Fill level,81,56,2018-09-26,True,575
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,809
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,622
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,598
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,616
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,598
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,613
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,791
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,802
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,595
5c2bf397530484f84463,Fill level,77,56,2018-09-26,True,643
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,615
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,806
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,800
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,628
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,597
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,621
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,618
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,794
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,597
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,621
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,589
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,618
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,604
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,616
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,608
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,600
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,815
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,607
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,598
5c2bf397530484f84463,Fill level,81,56,2018-09-26,True,574
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,617
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,808
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,588
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,603
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,603
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,596
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,597
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,601
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,609
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,610
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,599
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,614
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,809
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,607
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,600
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,616
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,601
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,601
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,626
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,599
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,600
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,808
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,785
5c2bf397530484f84463,Fill level,67,56,2018-09-26,True,843
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,788
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,610
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,614
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,789
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,597
5c2bf397530484f84463,Fill level,64,56,2018-09-26,True,915
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,607
5c2bf397530484f84463,Fill level,61,56,2018-09-26,True,970
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,801
5c2bf397530484f84463,Fill level,68,56,2018-09-26,True,828
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,786
5c2bf397530484f84463,Fill level,60,56,2018-09-26,True,983
5c2bf397530484f84463,Fill level,71,56,2018-09-26,True,777
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,784
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,618
5c2bf397530484f84463,Fill level,67,56,2018-09-26,True,844
5c2bf397530484f84463,Fill level,64,56,2018-09-26,True,907
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,795
5c2bf397530484f84463,Fill level,66,56,2018-09-26,True,863
5c2bf397530484f84463,Fill level,62,56,2018-09-26,True,951
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,787
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,640
5c2bf397530484f84463,Fill level,63,56,2018-09-26,True,927
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,785
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,796
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,801
5c2bf397530484f84463,Fill level,67,54,2018-09-26,True,850
5c2bf397530484f84463,Fill level,79,56,2018-09-26,True,614
5c2bf397530484f84463,Fill level,63,56,2018-09-26,True,929
5c2bf397530484f84463,Fill level,70,54,2018-09-26,True,788
5c2bf397530484f84463,Fill level,70,54,2018-09-26,True,787
5c2bf397530484f84463,Fill level,67,54,2018-09-26,True,852
5c2bf397530484f84463,Fill level,67,54,2018-09-26,True,856
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,598
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,788
5c2bf397530484f84463,Fill level,67,56,2018-09-26,True,847
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,596
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,796
5c2bf397530484f84463,Fill level,66,56,2018-09-26,True,874
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,814
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,639
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,634
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,799
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,808
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,806
5c2bf397530484f84463,Fill level,80,56,2018-09-26,True,589
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,631
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,795
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,785
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,791
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,784
5c2bf397530484f84463,Fill level,64,56,2018-09-26,True,911
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,804
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,806
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,795
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,805
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,789
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,797
5c2bf397530484f84463,Fill level,70,56,2018-09-26,True,789
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,805
5c2bf397530484f84463,Fill level,69,56,2018-09-26,True,807
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,94,56,2018-09-26,True,301
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,78,56,2018-09-26,True,621
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,94,56,2018-09-26,True,301
5c2bf397530484f84463,Fill level,68,56,2018-09-26,True,827
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,68,56,2018-09-26,True,829
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,75,56,2018-09-26,True,694
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,94,56,2018-09-26,True,301
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,94,56,2018-09-26,True,301
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,94,56,2018-09-26,True,301
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,94,56,2018-09-26,True,301
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-26,True,300
5c2bf397530484f84463,Fill level,94,56,2018-09-27,True,301
5c2bf397530484f84463,Fill level,95,56,2018-09-27,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-27,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-27,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-27,True,300
5c2bf397530484f84463,Fill level,95,56,2018-09-27,True,300
